---- Graph coloring program ----
N: 500 int
152(C) 136(C) 0
104(C) 89(C) 0
187(C) 178(C) 0
296(C) 455(C) 0
166(C) 13(C) 0
203(C) 66(C) 0
453(C) 307(C) 0
127(C) 412(C) 0
170(C) 454(C) 0
45(C) 453(C) 0
65(C) 425(C) 0
484(C) 73(C) 0
123(C) 259(C) 0
199(C) 115(C) 0
178(C) 205(C) 0
330(C) 197(C) 0
103(C) 387(C) 0
102(C) 360(C) 0
478(C) 260(C) 0
245(C) 48(C) 0
142(C) 256(C) 0
292(C) 254(C) 0
36(C) 18(C) 0
330(C) 359(C) 0
470(C) 239(C) 0
131(C) 190(C) 0
102(C) 107(C) 0
36(C) 136(C) 0
498(C) 425(C) 0
38(C) 149(C) 0
66(C) 458(C) 0
224(C) 88(C) 0
170(C) 489(C) 0
100(C) 371(C) 0
285(C) 183(C) 0
59(C) 434(C) 0
482(C) 175(C) 0
166(C) 329(C) 0
312(C) 427(C) 0
407(C) 219(C) 0
400(C) 446(C) 0
206(C) 448(C) 0
333(C) 243(C) 0
347(C) 109(C) 0
76(C) 285(C) 0
84(C) 133(C) 0
303(C) 142(C) 0
442(C) 26(C) 0
470(C) 403(C) 0
305(C) 44(C) 0
311(C) 17(C) 0
489(C) 225(C) 0
159(C) 96(C) 0
187(C) 266(C) 0
278(C) 336(C) 0
416(C) 327(C) 0
126(C) 197(C) 0
320(C) 171(C) 0
11(C) 183(C) 0
278(C) 128(C) 0
191(C) 497(C) 0
156(C) 389(C) 0
102(C) 210(C) 0
236(C) 160(C) 0
19(C) 163(C) 0
34(C) 314(C) 0
1(C) 205(C) 0
90(C) 252(C) 0
266(C) 414(C) 0
297(C) 133(C) 0
173(C) 194(C) 0
237(C) 284(C) 0
65(C) 372(C) 0
285(C) 304(C) 0
339(C) 462(C) 0
242(C) 31(C) 0
142(C) 184(C) 0
176(C) 142(C) 0
57(C) 357(C) 0
12(C) 495(C) 0
5(C) 295(C) 0
454(C) 491(C) 0
174(C) 447(C) 0
68(C) 91(C) 0
56(C) 430(C) 0
11(C) 207(C) 0
292(C) 143(C) 0
394(C) 215(C) 0
174(C) 82(C) 0
21(C) 136(C) 0
107(C) 215(C) 0
151(C) 281(C) 0
309(C) 361(C) 0
182(C) 144(C) 0
319(C) 435(C) 0
486(C) 151(C) 0
54(C) 431(C) 0
299(C) 34(C) 0
66(C) 264(C) 0
45(C) 320(C) 0
2(C) 46(C) 0
421(C) 173(C) 0
252(C) 44(C) 0
441(C) 230(C) 0
423(C) 307(C) 0
424(C) 297(C) 0
442(C) 54(C) 0
351(C) 227(C) 0
374(C) 407(C) 0
43(C) 439(C) 0
65(C) 431(C) 0
93(C) 107(C) 0
393(C) 117(C) 0
500(C) 87(C) 0
273(C) 177(C) 0
13(C) 128(C) 0
79(C) 332(C) 0
441(C) 48(C) 0
286(C) 141(C) 0
217(C) 313(C) 0
456(C) 19(C) 0
486(C) 175(C) 0
308(C) 152(C) 0
468(C) 228(C) 0
362(C) 175(C) 0
170(C) 402(C) 0
367(C) 273(C) 0
17(C) 419(C) 0
478(C) 153(C) 0
335(C) 124(C) 0
56(C) 474(C) 0
17(C) 338(C) 0
325(C) 495(C) 0
449(C) 433(C) 0
166(C) 130(C) 0
40(C) 447(C) 0
488(C) 243(C) 0
262(C) 350(C) 0
38(C) 452(C) 0
284(C) 387(C) 0
14(C) 491(C) 0
17(C) 356(C) 0
284(C) 449(C) 0
166(C) 39(C) 0
498(C) 304(C) 0
458(C) 379(C) 0
437(C) 275(C) 0
65(C) 380(C) 0
394(C) 191(C) 0
299(C) 62(C) 0
328(C) 315(C) 0
363(C) 72(C) 0
93(C) 173(C) 0
269(C) 150(C) 0
187(C) 335(C) 0
257(C) 95(C) 0
263(C) 353(C) 0
419(C) 330(C) 0
47(C) 148(C) 0
17(C) 260(C) 0
176(C) 405(C) 0
303(C) 360(C) 0
206(C) 222(C) 0
481(C) 184(C) 0
419(C) 183(C) 0
355(C) 493(C) 0
380(C) 342(C) 0
366(C) 407(C) 0
36(C) 184(C) 0
191(C) 401(C) 0
248(C) 202(C) 0
428(C) 113(C) 0
442(C) 164(C) 0
336(C) 42(C) 0
60(C) 314(C) 0
452(C) 495(C) 0
231(C) 352(C) 0
155(C) 195(C) 0
472(C) 225(C) 0
203(C) 293(C) 0
457(C) 177(C) 0
208(C) 436(C) 0
444(C) 251(C) 0
242(C) 152(C) 0
365(C) 25(C) 0
265(C) 360(C) 0
28(C) 10(C) 0
39(C) 253(C) 0
381(C) 369(C) 0
423(C) 296(C) 0
183(C) 227(C) 0
328(C) 390(C) 0
51(C) 360(C) 0
18(C) 462(C) 0
354(C) 368(C) 0
104(C) 301(C) 0
49(C) 147(C) 0
36(C) 397(C) 0
184(C) 399(C) 0
32(C) 178(C) 0
29(C) 244(C) 0
52(C) 318(C) 0
97(C) 403(C) 0
20(C) 48(C) 0
424(C) 458(C) 0
463(C) 349(C) 0
147(C) 434(C) 0
107(C) 193(C) 0
25(C) 277(C) 0
481(C) 339(C) 0
276(C) 12(C) 0
49(C) 279(C) 0
253(C) 352(C) 0
335(C) 445(C) 0
223(C) 457(C) 0
471(C) 196(C) 0
226(C) 191(C) 0
264(C) 202(C) 0
173(C) 147(C) 0
293(C) 125(C) 0
225(C) 107(C) 0
133(C) 145(C) 0
498(C) 479(C) 0
384(C) 372(C) 0
484(C) 215(C) 0
349(C) 50(C) 0
209(C) 162(C) 0
395(C) 139(C) 0
376(C) 393(C) 0
458(C) 202(C) 0
498(C) 435(C) 0
299(C) 249(C) 0
362(C) 498(C) 0
375(C) 391(C) 0
102(C) 278(C) 0
285(C) 204(C) 0
478(C) 238(C) 0
356(C) 465(C) 0
418(C) 356(C) 0
294(C) 316(C) 0
19(C) 477(C) 0
485(C) 15(C) 0
58(C) 293(C) 0
466(C) 333(C) 0
330(C) 85(C) 0
413(C) 366(C) 0
310(C) 255(C) 0
300(C) 323(C) 0
441(C) 404(C) 0
209(C) 420(C) 0
399(C) 31(C) 0
312(C) 61(C) 0
485(C) 407(C) 0
295(C) 151(C) 0
395(C) 472(C) 0
100(C) 436(C) 0
36(C) 54(C) 0
252(C) 468(C) 0
433(C) 52(C) 0
282(C) 31(C) 0
173(C) 168(C) 0
125(C) 73(C) 0
298(C) 344(C) 0
63(C) 251(C) 0
63(C) 272(C) 0
223(C) 193(C) 0
214(C) 117(C) 0
170(C) 219(C) 0
266(C) 488(C) 0
341(C) 218(C) 0
336(C) 386(C) 0
473(C) 253(C) 0
7(C) 134(C) 0
11(C) 8(C) 0
459(C) 473(C) 0
210(C) 219(C) 0
298(C) 130(C) 0
182(C) 321(C) 0
74(C) 363(C) 0
453(C) 149(C) 0
457(C) 273(C) 0
461(C) 280(C) 0
49(C) 462(C) 0
498(C) 227(C) 0
464(C) 135(C) 0
147(C) 114(C) 0
94(C) 287(C) 0
438(C) 420(C) 0
182(C) 20(C) 0
182(C) 450(C) 0
105(C) 115(C) 0
330(C) 99(C) 0
473(C) 201(C) 0
42(C) 149(C) 0
276(C) 191(C) 0
113(C) 316(C) 0
482(C) 289(C) 0
384(C) 253(C) 0
441(C) 216(C) 0
53(C) 364(C) 0
265(C) 291(C) 0
214(C) 338(C) 0
472(C) 494(C) 0
281(C) 116(C) 0
481(C) 275(C) 0
414(C) 42(C) 0
4(C) 71(C) 0
433(C) 82(C) 0
72(C) 369(C) 0
76(C) 40(C) 0
18(C) 85(C) 0
463(C) 373(C) 0
52(C) 290(C) 0
155(C) 69(C) 0
240(C) 133(C) 0
270(C) 162(C) 0
443(C) 369(C) 0
241(C) 31(C) 0
240(C) 458(C) 0
496(C) 54(C) 0
382(C) 280(C) 0
217(C) 11(C) 0
155(C) 222(C) 0
271(C) 238(C) 0
171(C) 112(C) 0
223(C) 127(C) 0
120(C) 323(C) 0
141(C) 220(C) 0
9(C) 425(C) 0
57(C) 253(C) 0
370(C) 126(C) 0
199(C) 169(C) 0
171(C) 71(C) 0
52(C) 21(C) 0
306(C) 344(C) 0
49(C) 103(C) 0
210(C) 304(C) 0
482(C) 145(C) 0
167(C) 497(C) 0
310(C) 443(C) 0
67(C) 5(C) 0
271(C) 381(C) 0
482(C) 434(C) 0
410(C) 301(C) 0
500(C) 372(C) 0
14(C) 450(C) 0
487(C) 236(C) 0
93(C) 492(C) 0
482(C) 290(C) 0
62(C) 213(C) 0
479(C) 468(C) 0
87(C) 193(C) 0
321(C) 167(C) 0
309(C) 282(C) 0
90(C) 451(C) 0
47(C) 124(C) 0
259(C) 359(C) 0
185(C) 79(C) 0
337(C) 77(C) 0
341(C) 115(C) 0
287(C) 427(C) 0
168(C) 389(C) 0
323(C) 387(C) 0
304(C) 239(C) 0
176(C) 68(C) 0
499(C) 369(C) 0
292(C) 346(C) 0
200(C) 494(C) 0
483(C) 201(C) 0
376(C) 123(C) 0
58(C) 247(C) 0
29(C) 109(C) 0
377(C) 14(C) 0
34(C) 435(C) 0
212(C) 182(C) 0
422(C) 184(C) 0
86(C) 390(C) 0
109(C) 402(C) 0
166(C) 380(C) 0
171(C) 355(C) 0
330(C) 81(C) 0
412(C) 219(C) 0
318(C) 37(C) 0
480(C) 352(C) 0
52(C) 10(C) 0
203(C) 2(C) 0
164(C) 72(C) 0
311(C) 151(C) 0
234(C) 13(C) 0
393(C) 486(C) 0
188(C) 68(C) 0
84(C) 99(C) 0
14(C) 233(C) 0
265(C) 48(C) 0
176(C) 61(C) 0
140(C) 372(C) 0
187(C) 312(C) 0
74(C) 205(C) 0
141(C) 315(C) 0
253(C) 117(C) 0
481(C) 190(C) 0
60(C) 370(C) 0
322(C) 128(C) 0
182(C) 374(C) 0
90(C) 439(C) 0
446(C) 353(C) 0
328(C) 486(C) 0
301(C) 352(C) 0
14(C) 484(C) 0
304(C) 151(C) 0
172(C) 332(C) 0
474(C) 200(C) 0
366(C) 281(C) 0
107(C) 162(C) 0
223(C) 413(C) 0
120(C) 378(C) 0
266(C) 127(C) 0
112(C) 114(C) 0
80(C) 495(C) 0
58(C) 270(C) 0
36(C) 193(C) 0
213(C) 114(C) 0
182(C) 270(C) 0
241(C) 35(C) 0
235(C) 353(C) 0
209(C) 121(C) 0
131(C) 268(C) 0
486(C) 168(C) 0
108(C) 114(C) 0
488(C) 290(C) 0
279(C) 87(C) 0
433(C) 95(C) 0
40(C) 353(C) 0
356(C) 380(C) 0
201(C) 175(C) 0
97(C) 239(C) 0
396(C) 154(C) 0
363(C) 184(C) 0
163(C) 420(C) 0
407(C) 126(C) 0
497(C) 369(C) 0
65(C) 195(C) 0
137(C) 234(C) 0
306(C) 453(C) 0
86(C) 183(C) 0
235(C) 239(C) 0
218(C) 383(C) 0
446(C) 238(C) 0
484(C) 177(C) 0
311(C) 358(C) 0
257(C) 290(C) 0
306(C) 294(C) 0
474(C) 144(C) 0
274(C) 228(C) 0
102(C) 206(C) 0
134(C) 22(C) 0
112(C) 91(C) 0
252(C) 403(C) 0
412(C) 72(C) 0
309(C) 82(C) 0
166(C) 235(C) 0
104(C) 435(C) 0
58(C) 374(C) 0
163(C) 210(C) 0
389(C) 379(C) 0
320(C) 241(C) 0
499(C) 316(C) 0
414(C) 387(C) 0
2(C) 415(C) 0
326(C) 289(C) 0
320(C) 343(C) 0
234(C) 167(C) 0
442(C) 220(C) 0
372(C) 184(C) 0
78(C) 423(C) 0
12(C) 385(C) 0
120(C) 1(C) 0
203(C) 378(C) 0
279(C) 361(C) 0
116(C) 369(C) 0
310(C) 452(C) 0
467(C) 376(C) 0
67(C) 249(C) 0
397(C) 360(C) 0
264(C) 117(C) 0
147(C) 414(C) 0
311(C) 483(C) 0
64(C) 381(C) 0
232(C) 33(C) 0
93(C) 307(C) 0
267(C) 30(C) 0
35(C) 412(C) 0
468(C) 117(C) 0
310(C) 178(C) 0
498(C) 86(C) 0
106(C) 229(C) 0
351(C) 436(C) 0
97(C) 493(C) 0
134(C) 477(C) 0
35(C) 43(C) 0
347(C) 404(C) 0
363(C) 459(C) 0
477(C) 37(C) 0
212(C) 270(C) 0
310(C) 236(C) 0
347(C) 53(C) 0
466(C) 71(C) 0
264(C) 482(C) 0
172(C) 128(C) 0
164(C) 115(C) 0
333(C) 420(C) 0
418(C) 175(C) 0
273(C) 151(C) 0
282(C) 430(C) 0
425(C) 447(C) 0
112(C) 154(C) 0
205(C) 169(C) 0
69(C) 25(C) 0
3(C) 92(C) 0
476(C) 174(C) 0
156(C) 342(C) 0
184(C) 272(C) 0
63(C) 366(C) 0
422(C) 112(C) 0
258(C) 190(C) 0
255(C) 181(C) 0
450(C) 227(C) 0
172(C) 136(C) 0
120(C) 467(C) 0
241(C) 402(C) 0
294(C) 303(C) 0
85(C) 350(C) 0
337(C) 16(C) 0
13(C) 145(C) 0
164(C) 381(C) 0
152(C) 211(C) 0
223(C) 266(C) 0
297(C) 443(C) 0
39(C) 255(C) 0
297(C) 10(C) 0
212(C) 426(C) 0
172(C) 250(C) 0
54(C) 455(C) 0
431(C) 75(C) 0
98(C) 452(C) 0
474(C) 397(C) 0
279(C) 305(C) 0
66(C) 354(C) 0
134(C) 141(C) 0
393(C) 19(C) 0
356(C) 152(C) 0
233(C) 243(C) 0
164(C) 313(C) 0
95(C) 213(C) 0
414(C) 126(C) 0
293(C) 433(C) 0
147(C) 329(C) 0
415(C) 158(C) 0
363(C) 117(C) 0
287(C) 296(C) 0
24(C) 390(C) 0
490(C) 159(C) 0
463(C) 108(C) 0
168(C) 54(C) 0
13(C) 114(C) 0
206(C) 169(C) 0
351(C) 399(C) 0
187(C) 462(C) 0
335(C) 441(C) 0
293(C) 470(C) 0
301(C) 147(C) 0
252(C) 401(C) 0
7(C) 455(C) 0
461(C) 201(C) 0
34(C) 54(C) 0
432(C) 99(C) 0
261(C) 260(C) 0
301(C) 295(C) 0
312(C) 114(C) 0
150(C) 318(C) 0
129(C) 368(C) 0
348(C) 354(C) 0
308(C) 472(C) 0
317(C) 95(C) 0
446(C) 129(C) 0
476(C) 108(C) 0
493(C) 26(C) 0
286(C) 278(C) 0
262(C) 496(C) 0
481(C) 270(C) 0
212(C) 136(C) 0
412(C) 326(C) 0
18(C) 281(C) 0
343(C) 107(C) 0
321(C) 115(C) 0
169(C) 101(C) 0
207(C) 358(C) 0
468(C) 192(C) 0
354(C) 89(C) 0
27(C) 24(C) 0
489(C) 233(C) 0
244(C) 323(C) 0
125(C) 109(C) 0
224(C) 215(C) 0
176(C) 414(C) 0
309(C) 219(C) 0
365(C) 177(C) 0
134(C) 191(C) 0
478(C) 433(C) 0
488(C) 146(C) 0
340(C) 45(C) 0
325(C) 183(C) 0
194(C) 154(C) 0
398(C) 272(C) 0
30(C) 255(C) 0
347(C) 276(C) 0
166(C) 313(C) 0
257(C) 241(C) 0
64(C) 174(C) 0
47(C) 392(C) 0
108(C) 450(C) 0
84(C) 95(C) 0
11(C) 282(C) 0
324(C) 485(C) 0
106(C) 114(C) 0
351(C) 404(C) 0
88(C) 280(C) 0
187(C) 29(C) 0
335(C) 346(C) 0
40(C) 87(C) 0
441(C) 31(C) 0
190(C) 73(C) 0
98(C) 448(C) 0
217(C) 86(C) 0
51(C) 495(C) 0
392(C) 24(C) 0
377(C) 259(C) 0
236(C) 48(C) 0
421(C) 386(C) 0
29(C) 201(C) 0
356(C) 60(C) 0
265(C) 288(C) 0
261(C) 492(C) 0
445(C) 46(C) 0
25(C) 186(C) 0
339(C) 2(C) 0
78(C) 94(C) 0
469(C) 458(C) 0
454(C) 178(C) 0
141(C) 449(C) 0
66(C) 54(C) 0
348(C) 355(C) 0
491(C) 202(C) 0
74(C) 422(C) 0
421(C) 243(C) 0
453(C) 264(C) 0
18(C) 394(C) 0
262(C) 449(C) 0
265(C) 272(C) 0
424(C) 62(C) 0
120(C) 232(C) 0
9(C) 142(C) 0
104(C) 175(C) 0
498(C) 68(C) 0
462(C) 332(C) 0
101(C) 314(C) 0
274(C) 303(C) 0
421(C) 75(C) 0
205(C) 344(C) 0
250(C) 59(C) 0
49(C) 332(C) 0
284(C) 12(C) 0
457(C) 462(C) 0
255(C) 353(C) 0
354(C) 180(C) 0
186(C) 430(C) 0
300(C) 352(C) 0
454(C) 473(C) 0
293(C) 207(C) 0
477(C) 88(C) 0
161(C) 5(C) 0
187(C) 493(C) 0
27(C) 12(C) 0
159(C) 255(C) 0
446(C) 222(C) 0
139(C) 136(C) 0
76(C) 294(C) 0
273(C) 351(C) 0
396(C) 444(C) 0
437(C) 59(C) 0
419(C) 384(C) 0
258(C) 46(C) 0
323(C) 358(C) 0
438(C) 314(C) 0
363(C) 440(C) 0
49(C) 26(C) 0
409(C) 239(C) 0
491(C) 249(C) 0
455(C) 434(C) 0
187(C) 261(C) 0
301(C) 160(C) 0
33(C) 153(C) 0
45(C) 127(C) 0
421(C) 268(C) 0
109(C) 404(C) 0
413(C) 382(C) 0
414(C) 287(C) 0
300(C) 105(C) 0
233(C) 193(C) 0
340(C) 434(C) 0
257(C) 261(C) 0
257(C) 394(C) 0
64(C) 324(C) 0
194(C) 85(C) 0
438(C) 445(C) 0
275(C) 44(C) 0
232(C) 129(C) 0
33(C) 403(C) 0
189(C) 54(C) 0
432(C) 373(C) 0
432(C) 112(C) 0
201(C) 290(C) 0
107(C) 31(C) 0
394(C) 184(C) 0
414(C) 256(C) 0
195(C) 230(C) 0
231(C) 476(C) 0
459(C) 413(C) 0
293(C) 327(C) 0
330(C) 323(C) 0
52(C) 332(C) 0
347(C) 271(C) 0
486(C) 69(C) 0
178(C) 129(C) 0
246(C) 71(C) 0
355(C) 452(C) 0
337(C) 446(C) 0
276(C) 385(C) 0
363(C) 61(C) 0
13(C) 287(C) 0
242(C) 107(C) 0
17(C) 475(C) 0
78(C) 252(C) 0
3(C) 407(C) 0
433(C) 26(C) 0
42(C) 430(C) 0
235(C) 121(C) 0
461(C) 316(C) 0
473(C) 383(C) 0
20(C) 122(C) 0
239(C) 139(C) 0
339(C) 498(C) 0
194(C) 81(C) 0
160(C) 495(C) 0
319(C) 75(C) 0
104(C) 176(C) 0
232(C) 158(C) 0
144(C) 305(C) 0
173(C) 95(C) 0
125(C) 248(C) 0
228(C) 133(C) 0
55(C) 422(C) 0
348(C) 130(C) 0
148(C) 135(C) 0
475(C) 435(C) 0
258(C) 82(C) 0
147(C) 402(C) 0
159(C) 327(C) 0
194(C) 242(C) 0
301(C) 156(C) 0
269(C) 148(C) 0
223(C) 387(C) 0
461(C) 73(C) 0
287(C) 495(C) 0
310(C) 193(C) 0
397(C) 313(C) 0
333(C) 44(C) 0
446(C) 295(C) 0
310(C) 51(C) 0
58(C) 255(C) 0
461(C) 150(C) 0
163(C) 151(C) 0
392(C) 205(C) 0
276(C) 325(C) 0
221(C) 243(C) 0
370(C) 80(C) 0
419(C) 469(C) 0
373(C) 401(C) 0
311(C) 59(C) 0
120(C) 264(C) 0
102(C) 147(C) 0
413(C) 190(C) 0
200(C) 195(C) 0
485(C) 121(C) 0
8(C) 25(C) 0
98(C) 42(C) 0
489(C) 302(C) 0
261(C) 461(C) 0
199(C) 97(C) 0
405(C) 99(C) 0
274(C) 433(C) 0
173(C) 416(C) 0
54(C) 403(C) 0
67(C) 281(C) 0
146(C) 500(C) 0
481(C) 111(C) 0
319(C) 330(C) 0
480(C) 404(C) 0
333(C) 158(C) 0
445(C) 255(C) 0
95(C) 50(C) 0
286(C) 92(C) 0
299(C) 372(C) 0
376(C) 500(C) 0
3(C) 219(C) 0
351(C) 48(C) 0
169(C) 352(C) 0
247(C) 25(C) 0
9(C) 346(C) 0
377(C) 483(C) 0
325(C) 72(C) 0
392(C) 165(C) 0
253(C) 127(C) 0
309(C) 275(C) 0
481(C) 243(C) 0
396(C) 184(C) 0
62(C) 326(C) 0
356(C) 81(C) 0
348(C) 242(C) 0
11(C) 429(C) 0
345(C) 211(C) 0
109(C) 225(C) 0
252(C) 147(C) 0
140(C) 227(C) 0
456(C) 312(C) 0
293(C) 249(C) 0
30(C) 289(C) 0
310(C) 152(C) 0
55(C) 242(C) 0
258(C) 405(C) 0
433(C) 455(C) 0
276(C) 169(C) 0
235(C) 304(C) 0
433(C) 154(C) 0
337(C) 351(C) 0
377(C) 343(C) 0
123(C) 29(C) 0
475(C) 468(C) 0
339(C) 497(C) 0
294(C) 68(C) 0
322(C) 26(C) 0
63(C) 418(C) 0
76(C) 197(C) 0
453(C) 26(C) 0
241(C) 116(C) 0
499(C) 408(C) 0
480(C) 479(C) 0
178(C) 448(C) 0
21(C) 181(C) 0
172(C) 192(C) 0
388(C) 82(C) 0
260(C) 321(C) 0
279(C) 307(C) 0
64(C) 249(C) 0
392(C) 167(C) 0
151(C) 289(C) 0
131(C) 192(C) 0
271(C) 209(C) 0
496(C) 368(C) 0
16(C) 116(C) 0
212(C) 129(C) 0
490(C) 484(C) 0
259(C) 339(C) 0
328(C) 220(C) 0
461(C) 96(C) 0
284(C) 468(C) 0
245(C) 387(C) 0
196(C) 111(C) 0
131(C) 285(C) 0
102(C) 302(C) 0
442(C) 404(C) 0
70(C) 385(C) 0
169(C) 386(C) 0
236(C) 157(C) 0
279(C) 39(C) 0
38(C) 281(C) 0
250(C) 191(C) 0
279(C) 381(C) 0
251(C) 119(C) 0
131(C) 483(C) 0
410(C) 426(C) 0
292(C) 33(C) 0
244(C) 414(C) 0
226(C) 127(C) 0
182(C) 414(C) 0
58(C) 216(C) 0
213(C) 190(C) 0
190(C) 154(C) 0
146(C) 315(C) 0
425(C) 219(C) 0
466(C) 52(C) 0
261(C) 302(C) 0
66(C) 40(C) 0
222(C) 179(C) 0
205(C) 119(C) 0
300(C) 202(C) 0
242(C) 220(C) 0
289(C) 119(C) 0
217(C) 26(C) 0
380(C) 205(C) 0
304(C) 165(C) 0
377(C) 392(C) 0
426(C) 253(C) 0
233(C) 364(C) 0
287(C) 190(C) 0
401(C) 175(C) 0
97(C) 280(C) 0
258(C) 4(C) 0
381(C) 355(C) 0
244(C) 413(C) 0
178(C) 404(C) 0
221(C) 468(C) 0
263(C) 361(C) 0
147(C) 193(C) 0
472(C) 272(C) 0
393(C) 417(C) 0
226(C) 61(C) 0
312(C) 412(C) 0
196(C) 483(C) 0
327(C) 103(C) 0
500(C) 405(C) 0
233(C) 305(C) 0
355(C) 389(C) 0
212(C) 442(C) 0
317(C) 410(C) 0
240(C) 381(C) 0
285(C) 404(C) 0
444(C) 151(C) 0
499(C) 390(C) 0
132(C) 16(C) 0
82(C) 383(C) 0
437(C) 476(C) 0
132(C) 419(C) 0
308(C) 201(C) 0
299(C) 281(C) 0
467(C) 439(C) 0
282(C) 353(C) 0
437(C) 333(C) 0
450(C) 175(C) 0
47(C) 370(C) 0
137(C) 382(C) 0
343(C) 145(C) 0
184(C) 68(C) 0
164(C) 290(C) 0
315(C) 216(C) 0
6(C) 369(C) 0
269(C) 132(C) 0
206(C) 357(C) 0
147(C) 26(C) 0
166(C) 29(C) 0
170(C) 355(C) 0
93(C) 298(C) 0
325(C) 420(C) 0
445(C) 258(C) 0
104(C) 110(C) 0
337(C) 327(C) 0
67(C) 127(C) 0
330(C) 8(C) 0
346(C) 381(C) 0
247(C) 283(C) 0
420(C) 350(C) 0
299(C) 98(C) 0
155(C) 161(C) 0
421(C) 82(C) 0
278(C) 3(C) 0
39(C) 500(C) 0
461(C) 142(C) 0
351(C) 101(C) 0
225(C) 117(C) 0
467(C) 48(C) 0
155(C) 175(C) 0
411(C) 69(C) 0
325(C) 209(C) 0
356(C) 202(C) 0
428(C) 10(C) 0
102(C) 227(C) 0
80(C) 126(C) 0
79(C) 22(C) 0
298(C) 364(C) 0
5(C) 209(C) 0
375(C) 30(C) 0
442(C) 439(C) 0
262(C) 48(C) 0
61(C) 126(C) 0
174(C) 364(C) 0
499(C) 161(C) 0
294(C) 415(C) 0
324(C) 351(C) 0
96(C) 371(C) 0
188(C) 70(C) 0
244(C) 399(C) 0
38(C) 118(C) 0
448(C) 31(C) 0
425(C) 385(C) 0
285(C) 28(C) 0
427(C) 158(C) 0
396(C) 380(C) 0
347(C) 35(C) 0
380(C) 60(C) 0
142(C) 350(C) 0
299(C) 78(C) 0
328(C) 139(C) 0
377(C) 119(C) 0
17(C) 489(C) 0
163(C) 283(C) 0
11(C) 405(C) 0
489(C) 109(C) 0
364(C) 458(C) 0
357(C) 404(C) 0
320(C) 160(C) 0
176(C) 107(C) 0
173(C) 61(C) 0
87(C) 8(C) 0
81(C) 420(C) 0
261(C) 30(C) 0
28(C) 82(C) 0
74(C) 192(C) 0
279(C) 224(C) 0
471(C) 493(C) 0
340(C) 182(C) 0
319(C) 384(C) 0
311(C) 296(C) 0
102(C) 467(C) 0
474(C) 450(C) 0
398(C) 107(C) 0
356(C) 339(C) 0
345(C) 6(C) 0
245(C) 268(C) 0
95(C) 193(C) 0
367(C) 175(C) 0
17(C) 318(C) 0
155(C) 500(C) 0
267(C) 350(C) 0
68(C) 150(C) 0
365(C) 306(C) 0
173(C) 221(C) 0
19(C) 46(C) 0
142(C) 190(C) 0
479(C) 427(C) 0
63(C) 214(C) 0
337(C) 357(C) 0
74(C) 14(C) 0
104(C) 354(C) 0
364(C) 369(C) 0
82(C) 128(C) 0
276(C) 406(C) 0
176(C) 278(C) 0
480(C) 440(C) 0
426(C) 130(C) 0
433(C) 494(C) 0
328(C) 8(C) 0
256(C) 436(C) 0
448(C) 434(C) 0
63(C) 434(C) 0
367(C) 41(C) 0
467(C) 65(C) 0
269(C) 83(C) 0
263(C) 447(C) 0
366(C) 46(C) 0
438(C) 310(C) 0
45(C) 10(C) 0
13(C) 352(C) 0
338(C) 114(C) 0
17(C) 41(C) 0
285(C) 397(C) 0
87(C) 443(C) 0
98(C) 36(C) 0
378(C) 494(C) 0
444(C) 48(C) 0
44(C) 435(C) 0
157(C) 215(C) 0
212(C) 110(C) 0
234(C) 406(C) 0
474(C) 57(C) 0
146(C) 379(C) 0
40(C) 441(C) 0
300(C) 193(C) 0
27(C) 242(C) 0
371(C) 497(C) 0
56(C) 344(C) 0
257(C) 77(C) 0
11(C) 359(C) 0
160(C) 280(C) 0
164(C) 334(C) 0
300(C) 312(C) 0
397(C) 473(C) 0
313(C) 255(C) 0
108(C) 152(C) 0
98(C) 426(C) 0
175(C) 430(C) 0
212(C) 359(C) 0
377(C) 77(C) 0
199(C) 141(C) 0
398(C) 118(C) 0
354(C) 334(C) 0
254(C) 390(C) 0
322(C) 468(C) 0
12(C) 44(C) 0
232(C) 470(C) 0
29(C) 479(C) 0
237(C) 43(C) 0
395(C) 20(C) 0
396(C) 498(C) 0
499(C) 440(C) 0
237(C) 472(C) 0
243(C) 201(C) 0
130(C) 107(C) 0
438(C) 319(C) 0
310(C) 434(C) 0
244(C) 143(C) 0
444(C) 304(C) 0
298(C) 229(C) 0
481(C) 231(C) 0
348(C) 298(C) 0
164(C) 432(C) 0
318(C) 420(C) 0
396(C) 134(C) 0
49(C) 460(C) 0
294(C) 429(C) 0
95(C) 165(C) 0
409(C) 99(C) 0
166(C) 279(C) 0
463(C) 326(C) 0
486(C) 23(C) 0
202(C) 314(C) 0
490(C) 426(C) 0
138(C) 219(C) 0
474(C) 492(C) 0
279(C) 28(C) 0
419(C) 390(C) 0
457(C) 40(C) 0
218(C) 89(C) 0
154(C) 139(C) 0
102(C) 492(C) 0
256(C) 97(C) 0
286(C) 316(C) 0
405(C) 175(C) 0
253(C) 158(C) 0
137(C) 394(C) 0
492(C) 3(C) 0
79(C) 106(C) 0
155(C) 28(C) 0
210(C) 387(C) 0
384(C) 95(C) 0
198(C) 108(C) 0
295(C) 118(C) 0
456(C) 29(C) 0
1(C) 354(C) 0
66(C) 500(C) 0
131(C) 350(C) 0
131(C) 76(C) 0
7(C) 228(C) 0
266(C) 352(C) 0
51(C) 40(C) 0
99(C) 448(C) 0
